TIME	IMEI	IP	
1/8/2016 (0:27)	0	0.0.0.0	
1/8/2016 (0:27)	868997021145915	0.0.0.0	
1/8/2016 (0:27)	358546061242780	0.0.0.0	
1/8/2016 (0:29)	0	0.0.0.0	
1/8/2016 (0:30)	354340054254059	0.0.0.0	
1/8/2016 (0:32)	0	0.0.0.0	
1/8/2016 (0:32)	356744060155762	0.0.0.0	
1/8/2016 (0:32)	0	0.0.0.0	
1/8/2016 (0:32)	860872034266131	0.0.0.0	
1/8/2016 (0:37)	865987020458230	0.0.0.0	
1/8/2016 (0:39)	357595063957912	0.0.0.0	
1/8/2016 (0:41)	355371071171637	0.0.0.0	
1/8/2016 (0:43)	353230072970656	0.0.0.0	
1/8/2016 (0:44)	357909060745651	0.0.0.0	
1/8/2016 (0:45)	0	0.0.0.0	
1/8/2016 (0:46)	0	0.0.0.0	
1/8/2016 (0:47)	0	0.0.0.0	
1/8/2016 (0:49)	0	0.0.0.0	
1/8/2016 (0:51)	357730053274495	0.0.0.0	
1/8/2016 (0:51)	0	0.0.0.0	
1/8/2016 (0:55)	358114068641262	0.0.0.0	
1/8/2016 (0:55)	352910061448407	0.0.0.0	
1/8/2016 (0:59)	356217063502413	0.0.0.0	
1/8/2016 (1:1)	358484061210609	0.0.0.0	
1/8/2016 (1:1)	0	0.0.0.0	
1/8/2016 (1:2)	353516071206914	0.0.0.0	
1/8/2016 (1:2)	0	0.0.0.0	
1/8/2016 (1:4)	0	0.0.0.0	
1/8/2016 (1:4)	0	0.0.0.0	
1/8/2016 (1:4)	355025063763070	0.0.0.0	
1/8/2016 (1:8)	355952060468751	0.0.0.0	
1/8/2016 (1:12)	0	0.0.0.0	
1/8/2016 (1:21)	0	0.0.0.0	
1/8/2016 (1:25)	352149073995416	0.0.0.0	
1/8/2016 (1:26)	351825051143969	0.0.0.0	
1/8/2016 (1:26)	0	0.0.0.0	
1/8/2016 (1:29)	0	0.0.0.0	
1/8/2016 (1:30)	867941026105293	0.0.0.0	
1/8/2016 (1:30)	353486073868683	0.0.0.0	
1/8/2016 (1:30)	355090072637293	0.0.0.0	
1/8/2016 (1:31)	353022073925668	0.0.0.0	
1/8/2016 (1:31)	357638053528036	0.0.0.0	
1/8/2016 (1:32)	1000038656	0.0.0.0	
1/8/2016 (1:34)	356756063179052	0.0.0.0	
1/8/2016 (1:36)	0	0.0.0.0	
1/8/2016 (1:36)	351825051143969	0.0.0.0	
1/8/2016 (1:38)	357700066113774	0.0.0.0	
1/8/2016 (1:40)	867564020092414	0.0.0.0	
1/8/2016 (1:41)	352112078965008	0.0.0.0	
1/8/2016 (1:44)	356446060349920	0.0.0.0	
1/8/2016 (1:44)	355626050536351	0.0.0.0	
1/8/2016 (1:49)	0	0.0.0.0	
1/8/2016 (1:50)	359888061246661	0.0.0.0	
1/8/2016 (1:59)	0	0.0.0.0	
1/8/2016 (2:1)	351778062946476	0.0.0.0	
1/8/2016 (2:1)	0	0.0.0.0	
1/8/2016 (2:2)	0	0.0.0.0	
1/8/2016 (2:4)	0	0.0.0.0	
1/8/2016 (2:6)	0	0.0.0.0	
1/8/2016 (2:6)	352700062448575	0.0.0.0	
1/8/2016 (2:10)	352465078181525	0.0.0.0	
1/8/2016 (2:13)	0	0.0.0.0	
1/8/2016 (2:20)	356021011856982	0.0.0.0	
1/8/2016 (2:23)	354028075014483	0.0.0.0	
1/8/2016 (2:27)	355445058397280	0.0.0.0	
1/8/2016 (2:27)	351706072663484	0.0.0.0	
1/8/2016 (2:29)	358933067420182	0.0.0.0	
1/8/2016 (2:36)	0	0.0.0.0	
1/8/2016 (2:36)	0	0.0.0.0	
1/8/2016 (2:37)	0	0.0.0.0	
1/8/2016 (2:37)	355922073862407	0.0.0.0	
1/8/2016 (2:38)	356899067442231	0.0.0.0	
1/8/2016 (2:40)	352323063294672	0.0.0.0	
1/8/2016 (2:42)	867079022887497	0.0.0.0	
1/8/2016 (2:42)	0	0.0.0.0	
1/8/2016 (2:42)	0	0.0.0.0	
1/8/2016 (2:46)	358525070162676	0.0.0.0	
1/8/2016 (2:48)	861268034040429	0.0.0.0	
1/8/2016 (2:49)	867204020135364	0.0.0.0	
1/8/2016 (2:50)	358194052120853	0.0.0.0	
1/8/2016 (2:52)	13778003846769	0.0.0.0	
1/8/2016 (2:52)	353143060722015	0.0.0.0	
1/8/2016 (2:52)	356604056323388	0.0.0.0	
1/8/2016 (2:53)	0	0.0.0.0	
1/8/2016 (2:54)	352888067770901	0.0.0.0	
1/8/2016 (2:56)	353771064835480	0.0.0.0	
1/8/2016 (2:56)	352945052268018	0.0.0.0	
1/8/2016 (2:57)	358936061865336	0.0.0.0	
1/8/2016 (2:58)	0	0.0.0.0	
1/8/2016 (2:59)	867371020875479	0.0.0.0	
1/8/2016 (3:0)	0	0.0.0.0	
1/8/2016 (3:2)	0	0.0.0.0	
1/8/2016 (3:4)	359971040737180	0.0.0.0	
1/8/2016 (3:6)	359077055668789	0.0.0.0	
1/8/2016 (3:8)	0	0.0.0.0	
1/8/2016 (3:14)	867562026527177	0.0.0.0	
1/8/2016 (3:14)	0	0.0.0.0	
1/8/2016 (3:16)	354738068487872	0.0.0.0	
1/8/2016 (3:16)	359342051608605	0.0.0.0	
1/8/2016 (3:18)	0	0.0.0.0	
1/8/2016 (3:25)	356753067389985	0.0.0.0	
1/8/2016 (3:26)	0	0.0.0.0	
1/8/2016 (3:27)	0	0.0.0.0	
1/8/2016 (3:28)	352967060119611	0.0.0.0	
1/8/2016 (3:30)	358916020865973	0.0.0.0	
1/8/2016 (3:33)	0	0.0.0.0	
1/8/2016 (3:40)	865705029095146	0.0.0.0	
1/8/2016 (3:41)	0	0.0.0.0	
1/8/2016 (3:42)	0	0.0.0.0	
1/8/2016 (3:45)	0	0.0.0.0	
1/8/2016 (3:45)	0	0.0.0.0	
1/8/2016 (3:46)	0	0.0.0.0	
1/8/2016 (3:48)	359701055684443	0.0.0.0	
1/8/2016 (3:50)	0	0.0.0.0	
1/8/2016 (3:52)	867028025756092	0.0.0.0	
1/8/2016 (3:54)	359703051439459	0.0.0.0	
1/8/2016 (3:54)	354516056018952	0.0.0.0	
1/8/2016 (3:58)	355308062785900	0.0.0.0	
1/8/2016 (3:59)	0	0.0.0.0	
1/8/2016 (4:0)	865770023199104	0.0.0.0	
1/8/2016 (4:3)	0	0.0.0.0	
1/8/2016 (4:3)	359222064127068	0.0.0.0	
1/8/2016 (4:10)	357709064240869	0.0.0.0	
1/8/2016 (4:12)	357600060465180	0.0.0.0	
1/8/2016 (4:15)	0	0.0.0.0	
1/8/2016 (4:16)	353527059163027	0.0.0.0	
1/8/2016 (4:16)	357700064081536	0.0.0.0	
1/8/2016 (4:18)	355084065426145	0.0.0.0	
1/8/2016 (4:19)	357700060939893	0.0.0.0	
1/8/2016 (4:22)	0	0.0.0.0	
1/8/2016 (4:22)	0	0.0.0.0	
1/8/2016 (4:27)	0	0.0.0.0	
1/8/2016 (4:28)	0	0.0.0.0	
1/8/2016 (4:31)	0	0.0.0.0	
1/8/2016 (4:33)	355251057620387	0.0.0.0	
1/8/2016 (4:33)	0	0.0.0.0	
1/8/2016 (4:41)	0	0.0.0.0	
1/8/2016 (4:44)	0	0.0.0.0	
1/8/2016 (4:45)	351722073473278	0.0.0.0	
1/8/2016 (4:45)	0	0.0.0.0	
1/8/2016 (4:48)	0	0.0.0.0	
1/8/2016 (4:49)	0	0.0.0.0	
1/8/2016 (4:50)	356741058159673	0.0.0.0	
1/8/2016 (4:52)	0	0.0.0.0	
1/8/2016 (4:53)	0	0.0.0.0	
1/8/2016 (4:53)	100003330766	0.0.0.0	
1/8/2016 (4:57)	357093070158351	0.0.0.0	
1/8/2016 (4:58)	358945060278029	0.0.0.0	
1/8/2016 (5:1)	0	0.0.0.0	
1/8/2016 (5:1)	358302056807025	0.0.0.0	
1/8/2016 (5:2)	0	0.0.0.0	
1/8/2016 (5:5)	354418071842344	0.0.0.0	
1/8/2016 (5:5)	864324028039609	0.0.0.0	
1/8/2016 (5:6)	0	0.0.0.0	
1/8/2016 (5:6)	359143061581083	0.0.0.0	
1/8/2016 (5:10)	0	0.0.0.0	
1/8/2016 (5:10)	354832055648727	0.0.0.0	
1/8/2016 (5:15)	0	0.0.0.0	
1/8/2016 (5:15)	352746061628782	0.0.0.0	
1/8/2016 (5:17)	0	0.0.0.0	
1/8/2016 (5:21)	358414063387360	0.0.0.0	
1/8/2016 (5:21)	0	0.0.0.0	
1/8/2016 (5:26)	358208050074928	0.0.0.0	
1/8/2016 (5:27)	0	0.0.0.0	
1/8/2016 (5:29)	358771060695057	0.0.0.0	
1/8/2016 (5:30)	356535055875848	0.0.0.0	
1/8/2016 (5:31)	0	0.0.0.0	
1/8/2016 (5:32)	354738067326378	0.0.0.0	
1/8/2016 (5:34)	865022029265897	0.0.0.0	
1/8/2016 (5:34)	1000045639	0.0.0.0	
1/8/2016 (5:36)	358208056610543	0.0.0.0	
1/8/2016 (5:40)	0	0.0.0.0	
1/8/2016 (5:41)	0	0.0.0.0	
1/8/2016 (5:43)	356318060843410	0.0.0.0	
1/8/2016 (5:43)	0	0.0.0.0	
1/8/2016 (5:47)	0	0.0.0.0	
1/8/2016 (5:50)	356469054419806	0.0.0.0	
1/8/2016 (5:51)	358467066994608	0.0.0.0	
1/8/2016 (5:51)	100003127	0.0.0.0	
1/8/2016 (5:52)	0	0.0.0.0	
1/8/2016 (5:52)	353516079421952	0.0.0.0	
1/8/2016 (5:53)	0	0.0.0.0	
1/8/2016 (5:54)	356801072281166	0.0.0.0	
1/8/2016 (5:55)	0	0.0.0.0	
1/8/2016 (5:55)	0	0.0.0.0	
1/8/2016 (6:1)	359785042021116	0.0.0.0	
1/8/2016 (6:2)	355762058243011	0.0.0.0	
1/8/2016 (6:2)	359038050070728	0.0.0.0	
1/8/2016 (6:3)	356866050790595	0.0.0.0	
1/8/2016 (6:3)	356741057979907	0.0.0.0	
1/8/2016 (6:4)	352144073669194	0.0.0.0	
1/8/2016 (6:6)	861268034691064	0.0.0.0	
1/8/2016 (6:7)	352957072669448	0.0.0.0	
1/8/2016 (6:11)	354028071688157	0.0.0.0	
1/8/2016 (6:11)	357932069705609	0.0.0.0	
1/8/2016 (6:12)	353483070103834	0.0.0.0	
1/8/2016 (6:12)	0	0.0.0.0	
1/8/2016 (6:12)	0	0.0.0.0	
1/8/2016 (6:13)	359861055181459	0.0.0.0	
1/8/2016 (6:13)	354623061563897	0.0.0.0	
1/8/2016 (6:14)	355342067348596	0.0.0.0	
1/8/2016 (6:15)	355308060201306	0.0.0.0	
1/8/2016 (6:16)	10000311243	0.0.0.0	
1/8/2016 (6:17)	354797063609427	0.0.0.0	
1/8/2016 (6:18)	0	0.0.0.0	
1/8/2016 (6:18)	0	0.0.0.0	
1/8/2016 (6:18)	0	0.0.0.0	
1/8/2016 (6:19)	0	0.0.0.0	
1/8/2016 (6:19)	354666056093040	0.0.0.0	
1/8/2016 (6:19)	351549060336667	0.0.0.0	
1/8/2016 (6:22)	354599060775676	0.0.0.0	
1/8/2016 (6:22)	865987020699791	0.0.0.0	
1/8/2016 (6:23)	353412064933617	0.0.0.0	
1/8/2016 (6:24)	0	0.0.0.0	
1/8/2016 (6:28)	359948078261275	0.0.0.0	
1/8/2016 (6:30)	352315052204936	0.0.0.0	
1/8/2016 (6:32)	354028070327666	0.0.0.0	
1/8/2016 (6:33)	868997021145915	0.0.0.0	
1/8/2016 (6:34)	355271060354246	0.0.0.0	
1/8/2016 (6:35)	354340054254059	0.0.0.0	
1/8/2016 (6:36)	0	0.0.0.0	
1/8/2016 (6:37)	0	0.0.0.0	
1/8/2016 (6:37)	0	0.0.0.0	
1/8/2016 (6:37)	357381053075183	0.0.0.0	
1/8/2016 (6:39)	664482494574245	0.0.0.0	
1/8/2016 (6:46)	865987020458230	0.0.0.0	
1/8/2016 (6:48)	353230072970656	0.0.0.0	
1/8/2016 (6:50)	357909060745651	0.0.0.0	
1/8/2016 (6:52)	0	0.0.0.0	
1/8/2016 (6:53)	100004182	0.0.0.0	
1/8/2016 (6:54)	354028071785052	0.0.0.0	
1/8/2016 (6:56)	352144073281719	0.0.0.0	
1/8/2016 (6:57)	0	0.0.0.0	
1/8/2016 (6:57)	355271060877691	0.0.0.0	
1/8/2016 (7:1)	356797050911750	0.0.0.0	
1/8/2016 (7:3)	351651065163227	0.0.0.0	
1/8/2016 (7:4)	356759042751561	0.0.0.0	
1/8/2016 (7:4)	356217063502413	0.0.0.0	
1/8/2016 (7:5)	352910061448407	0.0.0.0	
1/8/2016 (7:9)	0	0.0.0.0	
1/8/2016 (7:13)	355952060468751	0.0.0.0	
1/8/2016 (7:13)	359683061326484	0.0.0.0	
1/8/2016 (7:17)	353263068260949	0.0.0.0	
1/8/2016 (7:21)	0	0.0.0.0	
1/8/2016 (7:23)	868087027988656	0.0.0.0	
1/8/2016 (7:24)	356293066222580	0.0.0.0	
1/8/2016 (7:26)	355831051839552	0.0.0.0	
1/8/2016 (7:28)	352690061151751	0.0.0.0	
1/8/2016 (7:29)	0	0.0.0.0	
1/8/2016 (7:34)	1000038656	0.0.0.0	
1/8/2016 (7:36)	0	0.0.0.0	
1/8/2016 (7:39)	357700066113774	0.0.0.0	
1/8/2016 (7:40)	0	0.0.0.0	
1/8/2016 (7:41)	867564020092414	0.0.0.0	
1/8/2016 (7:41)	357638053528036	0.0.0.0	
1/8/2016 (7:42)	359707067101045	0.0.0.0	
1/8/2016 (7:43)	0	0.0.0.0	
1/8/2016 (7:46)	864694023562288	0.0.0.0	
1/8/2016 (7:48)	356446060349920	0.0.0.0	
1/8/2016 (7:49)	355797061086049	0.0.0.0	
1/8/2016 (7:50)	358949051320501	0.0.0.0	
1/8/2016 (7:52)	10000454070	0.0.0.0	
1/8/2016 (7:55)	356396060179076	0.0.0.0	
1/8/2016 (7:58)	355070052907163	0.0.0.0	
1/8/2016 (7:59)	356801072449466	0.0.0.0	
1/8/2016 (8:3)	358379061426587	0.0.0.0	
1/8/2016 (8:3)	352690061864965	0.0.0.0	
1/8/2016 (8:6)	351778062946476	0.0.0.0	
1/8/2016 (8:7)	357392055655021	0.0.0.0	
1/8/2016 (8:7)	358546061242780	0.0.0.0	
1/8/2016 (8:7)	0	0.0.0.0	
1/8/2016 (8:9)	0	0.0.0.0	
1/8/2016 (8:11)	0	0.0.0.0	
1/8/2016 (8:11)	0	0.0.0.0	
1/8/2016 (8:11)	352700062448575	0.0.0.0	
1/8/2016 (8:14)	0	0.0.0.0	
1/8/2016 (8:17)	358002062033521	0.0.0.0	
1/8/2016 (8:18)	0	0.0.0.0	
1/8/2016 (8:19)	0	0.0.0.0	
1/8/2016 (8:20)	352149073995416	0.0.0.0	
1/8/2016 (8:24)	357874066760593	0.0.0.0	
1/8/2016 (8:24)	355240076059289	0.0.0.0	
1/8/2016 (8:27)	351706072663484	0.0.0.0	
1/8/2016 (8:27)	0	0.0.0.0	
1/8/2016 (8:29)	357379052969059	0.0.0.0	
1/8/2016 (8:29)	354028075014483	0.0.0.0	
1/8/2016 (8:33)	358005060551790	0.0.0.0	
1/8/2016 (8:36)	861074030788155	0.0.0.0	
1/8/2016 (8:40)	352323063294672	0.0.0.0	
1/8/2016 (8:41)	0	0.0.0.0	
1/8/2016 (8:42)	0	0.0.0.0	
1/8/2016 (8:42)	355922073862407	0.0.0.0	
1/8/2016 (8:44)	356801070890943	0.0.0.0	
1/8/2016 (8:45)	359785045232744	0.0.0.0	
1/8/2016 (8:47)	0	0.0.0.0	
1/8/2016 (8:47)	867079022887497	0.0.0.0	
1/8/2016 (8:52)	358525070162676	0.0.0.0	
1/8/2016 (8:52)	0	0.0.0.0	
1/8/2016 (8:55)	358194052120853	0.0.0.0	
1/8/2016 (8:57)	0	0.0.0.0	
1/8/2016 (8:57)	352888067770901	0.0.0.0	
1/8/2016 (8:59)	0	0.0.0.0	
1/8/2016 (9:1)	0	0.0.0.0	
1/8/2016 (9:4)	353022068843512	0.0.0.0	
1/8/2016 (9:5)	867371020875479	0.0.0.0	
1/8/2016 (9:5)	353771064835480	0.0.0.0	
1/8/2016 (9:7)	0	0.0.0.0	
1/8/2016 (9:7)	865172024867591	0.0.0.0	
1/8/2016 (9:12)	0	0.0.0.0	
1/8/2016 (9:12)	357108056202286	0.0.0.0	
1/8/2016 (9:14)	867562026527177	0.0.0.0	
1/8/2016 (9:14)	0	0.0.0.0	
1/8/2016 (9:16)	869106026506811	0.0.0.0	
1/8/2016 (9:19)	0	0.0.0.0	
1/8/2016 (9:21)	0	0.0.0.0	
1/8/2016 (9:21)	359342051608605	0.0.0.0	
1/8/2016 (9:21)	0	0.0.0.0	
1/8/2016 (9:22)	0	0.0.0.0	
1/8/2016 (9:22)	353147076174772	0.0.0.0	
1/8/2016 (9:22)	0	0.0.0.0	
1/8/2016 (9:25)	355134060852124	0.0.0.0	
1/8/2016 (9:25)	359465079407955	0.0.0.0	
1/8/2016 (9:26)	354738068487872	0.0.0.0	
1/8/2016 (9:29)	0	0.0.0.0	
1/8/2016 (9:32)	0	0.0.0.0	
1/8/2016 (9:32)	0	0.0.0.0	
1/8/2016 (9:32)	351651062058388	0.0.0.0	
1/8/2016 (9:33)	352375061217477	0.0.0.0	
1/8/2016 (9:38)	352967060119611	0.0.0.0	
1/8/2016 (9:38)	911370257566625	0.0.0.0	
1/8/2016 (9:40)	358916020865973	0.0.0.0	
1/8/2016 (9:41)	352205060415543	0.0.0.0	
1/8/2016 (9:41)	868694020199197	0.0.0.0	
1/8/2016 (9:45)	359919053180616	0.0.0.0	
1/8/2016 (9:48)	867805029630476	0.0.0.0	
1/8/2016 (9:50)	357453062372834	0.0.0.0	
1/8/2016 (9:52)	0	0.0.0.0	
1/8/2016 (9:54)	0	0.0.0.0	
1/8/2016 (9:55)	0	0.0.0.0	
1/8/2016 (9:57)	0	0.0.0.0	
1/8/2016 (9:58)	0	0.0.0.0	
1/8/2016 (9:58)	359703051439459	0.0.0.0	
1/8/2016 (9:58)	359701055684443	0.0.0.0	
1/8/2016 (9:59)	0	0.0.0.0	
1/8/2016 (9:59)	355308062785900	0.0.0.0	
1/8/2016 (9:59)	867028025756092	0.0.0.0	
1/8/2016 (10:0)	0	0.0.0.0	
1/8/2016 (10:4)	359222064127068	0.0.0.0	
1/8/2016 (10:5)	865770023199104	0.0.0.0	
1/8/2016 (10:6)	0	0.0.0.0	
1/8/2016 (10:12)	358301059297903	0.0.0.0	
1/8/2016 (10:15)	357700060512864	0.0.0.0	
1/8/2016 (10:17)	0	0.0.0.0	
1/8/2016 (10:18)	0	0.0.0.0	
1/8/2016 (10:21)	357700064081536	0.0.0.0	
1/8/2016 (10:24)	357700060939893	0.0.0.0	
1/8/2016 (10:28)	355084065426145	0.0.0.0	
1/8/2016 (10:28)	0	0.0.0.0	
1/8/2016 (10:32)	0	0.0.0.0	
1/8/2016 (10:32)	0	0.0.0.0	
1/8/2016 (10:34)	358936061865336	0.0.0.0	
1/8/2016 (10:35)	0	0.0.0.0	
1/8/2016 (10:37)	0	0.0.0.0	
1/8/2016 (10:38)	355251057620387	0.0.0.0	
1/8/2016 (10:38)	0	0.0.0.0	
1/8/2016 (10:42)	0	0.0.0.0	
1/8/2016 (10:43)	359761072082476	0.0.0.0	
1/8/2016 (10:46)	353571060422972	0.0.0.0	
1/8/2016 (10:46)	861074033841878	0.0.0.0	
1/8/2016 (10:49)	0	0.0.0.0	
1/8/2016 (10:49)	0	0.0.0.0	
1/8/2016 (10:56)	0	0.0.0.0	
1/8/2016 (10:57)	353353062688003	0.0.0.0	
1/8/2016 (10:58)	356412070506479	0.0.0.0	
1/8/2016 (11:0)	356741058159673	0.0.0.0	
1/8/2016 (11:6)	0	0.0.0.0	
1/8/2016 (11:6)	0	0.0.0.0	
1/8/2016 (11:6)	354418071842344	0.0.0.0	
1/8/2016 (11:10)	0	0.0.0.0	
1/8/2016 (11:10)	355600068881760	0.0.0.0	
1/8/2016 (11:11)	0	0.0.0.0	
1/8/2016 (11:11)	0	0.0.0.0	
1/8/2016 (11:18)	0	0.0.0.0	
1/8/2016 (11:19)	866778028573677	0.0.0.0	
1/8/2016 (11:20)	866043027484875	0.0.0.0	
1/8/2016 (11:22)	354137065069546	0.0.0.0	
1/8/2016 (11:25)	0	0.0.0.0	
1/8/2016 (11:26)	358414063387360	0.0.0.0	
1/8/2016 (11:29)	0	0.0.0.0	
1/8/2016 (11:29)	357595063957912	0.0.0.0	
1/8/2016 (11:29)	861927036085993	0.0.0.0	
1/8/2016 (11:30)	0	0.0.0.0	
1/8/2016 (11:31)	0	0.0.0.0	
1/8/2016 (11:33)	352569071400228	0.0.0.0	
1/8/2016 (11:34)	358771060695057	0.0.0.0	
1/8/2016 (11:35)	356535055875848	0.0.0.0	
1/8/2016 (11:37)	354738067326378	0.0.0.0	
1/8/2016 (11:37)	865022029265897	0.0.0.0	
1/8/2016 (11:37)	1000045639	0.0.0.0	
1/8/2016 (11:40)	356876055624079	0.0.0.0	
1/8/2016 (11:40)	911438700042542	0.0.0.0	
1/8/2016 (11:41)	358208056610543	0.0.0.0	
1/8/2016 (11:44)	0	0.0.0.0	
1/8/2016 (11:48)	356318060843410	0.0.0.0	
1/8/2016 (11:49)	0	0.0.0.0	
1/8/2016 (11:50)	0	0.0.0.0	
1/8/2016 (11:50)	0	0.0.0.0	
1/8/2016 (11:52)	0	0.0.0.0	
1/8/2016 (11:52)	353516079421952	0.0.0.0	
1/8/2016 (11:54)	0	0.0.0.0	
1/8/2016 (11:55)	358467066994608	0.0.0.0	
1/8/2016 (11:56)	0	0.0.0.0	
1/8/2016 (11:57)	355245060212208	0.0.0.0	
1/8/2016 (11:57)	356801072281166	0.0.0.0	
1/8/2016 (12:2)	357700063992840	0.0.0.0	
1/8/2016 (12:7)	352144073669194	0.0.0.0	
1/8/2016 (12:8)	357600060465180	0.0.0.0	
1/8/2016 (12:10)	358302056807025	0.0.0.0	
1/8/2016 (12:11)	0	0.0.0.0	
1/8/2016 (12:11)	359785042021116	0.0.0.0	
1/8/2016 (12:12)	0	0.0.0.0	
1/8/2016 (12:12)	352957072669448	0.0.0.0	
1/8/2016 (12:13)	356400075721524	0.0.0.0	
1/8/2016 (12:13)	356741057979907	0.0.0.0	
1/8/2016 (12:15)	353483070103834	0.0.0.0	
1/8/2016 (12:18)	356756063179052	0.0.0.0	
1/8/2016 (12:18)	359861055181459	0.0.0.0	
1/8/2016 (12:20)	354623061563897	0.0.0.0	
1/8/2016 (12:20)	10000311243	0.0.0.0	
1/8/2016 (12:21)	100003127	0.0.0.0	
1/8/2016 (12:21)	354028071688157	0.0.0.0	
1/8/2016 (12:23)	0	0.0.0.0	
1/8/2016 (12:24)	0	0.0.0.0	
1/8/2016 (12:24)	0	0.0.0.0	
1/8/2016 (12:25)	351722073473278	0.0.0.0	
1/8/2016 (12:25)	0	0.0.0.0	
1/8/2016 (12:25)	354028078898064	0.0.0.0	
1/8/2016 (12:26)	351549060336667	0.0.0.0	
1/8/2016 (12:26)	354599060775676	0.0.0.0	
1/8/2016 (12:27)	0	0.0.0.0	
1/8/2016 (12:28)	0	0.0.0.0	
1/8/2016 (12:28)	353412064933617	0.0.0.0	
1/8/2016 (12:31)	864324028039609	0.0.0.0	
1/8/2016 (12:31)	865291020978986	0.0.0.0	
1/8/2016 (12:35)	352315052204936	0.0.0.0	
1/8/2016 (12:35)	355271060354246	0.0.0.0	
1/8/2016 (12:36)	355762058243011	0.0.0.0	
1/8/2016 (12:37)	0	0.0.0.0	
1/8/2016 (12:38)	867606021324104	0.0.0.0	
1/8/2016 (12:39)	352832074713827	0.0.0.0	
1/8/2016 (12:40)	354340054254059	0.0.0.0	
1/8/2016 (12:42)	0	0.0.0.0	
1/8/2016 (12:47)	354028070327666	0.0.0.0	
1/8/2016 (12:48)	0	0.0.0.0	
1/8/2016 (12:49)	353230072970656	0.0.0.0	
1/8/2016 (12:51)	358187056445441	0.0.0.0	
1/8/2016 (12:51)	865987020458230	0.0.0.0	
1/8/2016 (12:52)	359620041478217	0.0.0.0	
1/8/2016 (12:57)	0	0.0.0.0	
1/8/2016 (12:57)	0	0.0.0.0	
1/8/2016 (12:57)	0	0.0.0.0	
1/8/2016 (13:4)	355609060610390	0.0.0.0	
1/8/2016 (13:9)	357709064240869	0.0.0.0	
1/8/2016 (13:9)	0	0.0.0.0	
1/8/2016 (13:10)	351651065163227	0.0.0.0	
1/8/2016 (13:10)	0	0.0.0.0	
1/8/2016 (13:12)	0	0.0.0.0	
1/8/2016 (13:13)	0	0.0.0.0	
1/8/2016 (13:14)	12590006376848	0.0.0.0	
1/8/2016 (13:18)	355952060468751	0.0.0.0	
1/8/2016 (13:21)	353263068260949	0.0.0.0	
1/8/2016 (13:23)	358932040013064	0.0.0.0	
1/8/2016 (13:25)	868087027988656	0.0.0.0	
1/8/2016 (13:25)	359077055668789	0.0.0.0	
1/8/2016 (13:29)	0	0.0.0.0	
1/8/2016 (13:30)	355220159271951	0.0.0.0	
1/8/2016 (13:31)	0	0.0.0.0	
1/8/2016 (13:31)	356759042751561	0.0.0.0	
1/8/2016 (13:32)	0	0.0.0.0	
1/8/2016 (13:33)	356293066222580	0.0.0.0	
1/8/2016 (13:34)	0	0.0.0.0	
1/8/2016 (13:35)	0	0.0.0.0	
1/8/2016 (13:36)	355831051839552	0.0.0.0	
1/8/2016 (13:39)	357700066113774	0.0.0.0	
1/8/2016 (13:44)	0	0.0.0.0	
1/8/2016 (13:45)	0	0.0.0.0	
1/8/2016 (13:46)	867564020092414	0.0.0.0	
1/8/2016 (13:46)	0	0.0.0.0	
1/8/2016 (13:49)	353604071016176	0.0.0.0	
1/8/2016 (13:50)	357093070158351	0.0.0.0	
1/8/2016 (13:51)	355308060201306	0.0.0.0	
1/8/2016 (13:51)	864694023562288	0.0.0.0	
1/8/2016 (13:51)	358949051320501	0.0.0.0	
1/8/2016 (13:52)	356446060349920	0.0.0.0	
1/8/2016 (13:53)	356899067442231	0.0.0.0	
1/8/2016 (13:58)	356879068853750	0.0.0.0	
1/8/2016 (13:58)	10000454070	0.0.0.0	
1/8/2016 (14:4)	0	0.0.0.0	
1/8/2016 (14:5)	1000038656	0.0.0.0	
1/8/2016 (14:6)	0	0.0.0.0	
1/8/2016 (14:7)	358546061242780	0.0.0.0	
1/8/2016 (14:8)	0	0.0.0.0	
1/8/2016 (14:9)	355797061086049	0.0.0.0	
1/8/2016 (14:9)	352690061864965	0.0.0.0	
1/8/2016 (14:10)	357909060745651	0.0.0.0	
1/8/2016 (14:11)	351778062946476	0.0.0.0	
1/8/2016 (14:11)	356801072449466	0.0.0.0	
1/8/2016 (14:12)	0	0.0.0.0	
1/8/2016 (14:12)	0	0.0.0.0	
1/8/2016 (14:13)	359465071502852	0.0.0.0	
1/8/2016 (14:13)	355070052907163	0.0.0.0	
1/8/2016 (14:14)	0	0.0.0.0	
1/8/2016 (14:16)	352700062448575	0.0.0.0	
1/8/2016 (14:18)	0	0.0.0.0	
1/8/2016 (14:20)	0	0.0.0.0	
1/8/2016 (14:21)	358301077092393	0.0.0.0	
1/8/2016 (14:24)	0	0.0.0.0	
1/8/2016 (14:25)	352910061448407	0.0.0.0	
1/8/2016 (14:29)	354832055648727	0.0.0.0	
1/8/2016 (14:29)	354921075314830	0.0.0.0	
1/8/2016 (14:30)	355240076059289	0.0.0.0	
1/8/2016 (14:32)	351706072663484	0.0.0.0	
1/8/2016 (14:32)	357381053075183	0.0.0.0	
1/8/2016 (14:33)	354028075014483	0.0.0.0	
1/8/2016 (14:33)	0	0.0.0.0	
1/8/2016 (14:35)	357379052969059	0.0.0.0	
1/8/2016 (14:42)	352323063294672	0.0.0.0	
1/8/2016 (14:44)	356801070890943	0.0.0.0	
